全局序号,唯一充电站ID,充电站名称,行政区,具体地址,经度,纬度,充电桩类型,联系电话,爬取关键词,爬取时间,站平均评分,站有效评论数,充电速度（0-5分）,价格性价比（0-5分）,设施完整性（0-5分）,环境卫生（0-5分）,位置便利性（0-5分）,服务态度（0-5分）,支付便捷性（0-5分）,安全保障（0-5分）
92,站_083,易佳电汽车充电站(易佳电蓝鲤电驰充电站),瑶海区,合裕路与钟油坊路交口弘皓大厦内地面停车场,117.3844,31.8353,汽车服务;充电站;充电站,0551-62100112,新能源汽车充电桩,2026/1/27 20:38,3.6666666666666665,3,1.578,2.5,2.5,2.5,2.5,2.5,2.5,2.5
93,站_4026,特来电汽车充电站(顺孚享充电京商站),瑶海区,地面停车场,117.336719,31.924718,汽车服务;充电站;充电站,18055132896,新能源汽车充电桩,2026/1/27 20:38,3.8,28,3.625,4.14,3.028,3.154,3.781,2.876,3.083,3.121
94,站_084,理想汽车充电站(理想超充站合肥瑶海区政务服务中心),瑶海区,乐水路99号水利仓储运输中心地面停车场,117.35584,31.85388,汽车服务;充电站;充电站,4006860400,新能源汽车充电桩,2026/1/27 20:38,4.5,2,2.5,3.828,2.5,2.5,2.5,2.5,2.5,2.5
95,站_085,小桔充电汽车充电站(合肥市翔孚快享充新蚌埠路铁发充电站),瑶海区,嘉山路街道新蚌埠路92-2号,117.30359,31.887644,汽车服务;充电站;充电站,18355480328,新能源汽车充电桩,2026/1/27 20:38,4,6,1.915,2.345,3.203,2.5,2.5,2.5,2.5,2.5
96,站_086,汽车充电站(小桔充电帕沃充电新安江路站),瑶海区,绿舟科技新安江路汽车充电站,117.350062,31.863548,汽车服务;充电站;充电站,4000610999,新能源汽车充电桩,2026/1/27 20:38,1.2727272727272727,11,3.515,1.2,2.5,2.5,2.5,2.5,2.5,2.5
97,站_087,小桔充电汽车充电站(少荃体育中心小桔充电站),瑶海区,三十头街道少荃体育中心体育馆,117.35794,31.946636,汽车服务;充电站;充电站,4000610999,新能源汽车充电桩,2026/1/27 20:38,5,1,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
98,站_088,小桔充电汽车充电站(合肥市翔孚快享充保利充电站),瑶海区,大兴镇新安江路保利·东郡仪园,117.36224,31.859367,汽车服务;充电站;充电站,15385187227,新能源汽车充电桩,2026/1/27 20:38,4,1,6.65,2.5,6.65,2.5,2.5,2.5,2.5,2.5
99,站_089,来点电汽车充电站(合肥京商商贸城K区充电站),瑶海区,七里塘街道铜陵北路京商商贸城K区,117.34418,31.923372,汽车服务;充电站;充电站,15639060008,新能源汽车充电桩,2026/1/27 20:38,3,2,1.25,2.5,2.5,2.5,2.5,2.5,2.5,2.5
100,站_090,小桔充电汽车充电站(合肥市白猿充电东二环),瑶海区,长江东路与二环路交口东兴城地面停车场内,117.338822,31.869434,汽车服务;充电站;充电站,4000610999,新能源汽车充电桩,2026/1/27 20:38,1,1,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
101,站_091,合肥充电合客充电站,瑶海区,合肥全诚机动车检验服务有限公司南2门旁,117.294175,31.887514,汽车服务;充电站;充电站,,新能源汽车充电桩,2026/1/27 20:38,5,1,6.56,6.56,2.5,2.5,2.5,2.5,2.5,2.5
102,站_092,小桔充电汽车充电站(翔孚快享充徽商里小桔充电站),瑶海区,胜利路街道淝光路市政大院小区,117.295334,31.875381,汽车服务;充电站;充电站,18355480328,新能源汽车充电桩,2026/1/27 20:38,3,3,2.5,2.5,3.2,2.5,2.5,2.5,2.5,2.5
103,站_093,小桔充电汽车充电站(合肥市瑶海区万邻坊商业街充电站),瑶海区,史城路与龙腾路交口东北80米来客居龙腾家园廉租房1栋东侧地上停车位,117.356935,31.879753,汽车服务;充电站;充电站,18061937690,新能源汽车充电桩,2026/1/27 20:38,5,1,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
104,站_094,易佳电汽车充电站(易佳电新安江路合肥小汽车充电站),瑶海区,新安江路169号,117.4036,31.8612,汽车服务;充电站;充电站,0551-62100112,新能源汽车充电桩,2026/1/27 20:38,3,4,4.998,1.746,3.556,2.5,2.5,2.5,2.5,2.5
105,站_095,汽车充电站,瑶海区,采石路40号,117.345743,31.856462,汽车服务;充电站;充电站,,新能源汽车充电桩,2026/1/27 20:38,4,1,2.5,6.735,2.5,2.5,2.5,2.5,2.5,2.5
106,站_096,特来电汽车充电站(特来电大众出租充电站),瑶海区,瑶海区工业园新海大道7号安徽大众院内地面停车场,117.357063,31.892611,汽车服务;充电站;充电站,,新能源汽车充电桩,2026/1/27 20:38,5,2,6.61,2.5,2.5,2.5,2.5,2.5,2.5,2.5
107,站_097,特斯拉超级充电站(合肥瑶海宝业东城广场),瑶海区,长江东路504号合肥瑶海宝业东城广场地下停车场负一层B区/入口凤阳东路,117.33668,31.871399,汽车服务;充电站;专用充电站,,新能源汽车充电桩,2026/1/27 20:38,4.5,1,6.145,2.5,2.5,2.5,2.5,2.5,2.5,2.5
108,站_098,壳牌充电汽车充电站(壳牌合肥正鼎酒店地面快充站),瑶海区,文化路与湘灵路交口正鼎商务港停车场,117.32923,31.894058,汽车服务;充电站;充电站,4007160699,新能源汽车充电桩,2026/1/27 20:38,5,5,2.926,2.926,2.5,2.5,3.131,2.5,2.5,2.5
109,站_099,汽车充电站(翔孚快享充新蚌埠路站),瑶海区,新蚌埠路新能源停车场(鸭林冲地铁站C2口步行410米),117.303014,31.887448,汽车服务;充电站;充电站,,新能源汽车充电桩,2026/1/27 20:38,5,1,7.04,2.5,2.5,2.5,2.5,2.5,2.5,2.5
110,站_100,小桔充电汽车充电站(帕沃充电恒大城小桔充电站),瑶海区,王岗路25号恒大城西门,117.38921,31.877665,汽车服务;充电站;充电站,4000610999,新能源汽车充电桩,2026/1/27 20:38,2,4,2.772,2.5,2.5,2.5,2.5,2.5,2.5,2.5
111,站_101,国家电网汽车充电站(安徽省合肥市瑶海区少荃湖隧道东侧停车场交流充电站),瑶海区,文忠路合肥京东方医院东侧约230米,117.382441,31.946865,汽车服务;充电站;充电站,96529,新能源汽车充电桩,2026/1/27 20:38,3,3,-0.017,2.5,2.5,2.5,2.5,2.5,2.5,2.5
112,站_4142,出租汽车司机驿站(新亚临泉路充电站),瑶海区,临泉路与临泉路跨铁路桥交叉口东南方向57米,117.300105,31.886093,汽车服务;充电站;充电站,13965099910,新能源汽车充电桩,2026/1/27 20:38,3.8,11,3.706,4.092,2.55,3.615,2.38,3.446,3.581,2.865
113,站_1111,小鹏超级充电站(小鹏S4超快充合肥瑶海区政务中心站),瑶海区,乐水路99号水利物资仓储物流中心地面停车场(近郎溪路高架),117.355962,31.854027,汽车服务;充电站;充电站,4007836688,新能源汽车充电桩,2026/1/27 20:38,4.3,7,3.129,3.727,3.674,3.758,2.435,3.414,3.911,4.255
114,站_4332,毅威电动青创田园充电站,瑶海区,王岗路55号,117.381518,31.857241,汽车服务;充电站;充电站,,新能源汽车充电桩,2026/1/27 20:38,4,12,3.623,4.065,3.704,3.638,2.013,3.405,3.997,2.881
115,站_102,易佳电汽车充电站(易佳电蓝鲤能源中建大厦充电站),瑶海区,和平路中建大厦停车场负二层、负三层,117.321,31.8558,汽车服务;充电站;充电站,15665433973,新能源汽车充电桩,2026/1/27 20:38,1.8571428571428568,7,2.221,1.853,2.5,2.5,3.013,2.5,2.5,2.5
116,站_103,小桔充电汽车充电站(综合保税区停车场充电站),瑶海区,三十头街道大禹路综合保税区停车场,117.34444,31.953918,汽车服务;充电站;充电站,13866747746,新能源汽车充电桩,2026/1/27 20:38,2,7,0.084,2.5,2.5,2.5,2.5,2.5,2.5,2.5
117,站_104,易佳电汽车充电站(易佳电蓝鲤万邻坊充电站),瑶海区,万邻坊商业街,117.356939,31.879745,汽车服务;充电站;充电站,0551-62100112,新能源汽车充电桩,2026/1/27 20:38,2.5,5,3.353,3.353,2.5,2.5,2.5,2.5,2.5,2.5
118,站_105,理想超级充电站(理想超充站合肥元一希尔顿酒店),瑶海区,长淮街道胜利路198号合肥元一希尔顿酒店,117.30992,31.875929,汽车服务;充电站;充电站,4006860400,新能源汽车充电桩,2026/1/27 20:38,4.875,4,4.589,-1.036,2.5,2.5,2.5,2.5,2.5,2.5
119,站_106,小鹏汽车充电站(小鹏超充合肥龙湖瑶海天街站),瑶海区,王岗路龙湖瑶海天街地下停车场B070(王岗路入口),117.38985,31.867561,汽车服务;充电站;充电站,4007836688,新能源汽车充电桩,2026/1/27 20:38,1,1,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
120,站_9754,理想超级充电站(理想超充站合肥宝业东城广场),瑶海区,宝业东城广场北停车场(东七里地铁站F口步行370米),117.336655,31.871572,汽车服务;充电站;充电站,4006860400,新能源汽车充电桩,2026/1/27 20:38,4.2,12,3.943,4.236,2.674,2.936,3.52,3.413,2.623,2.885
121,站_107,千寻最高台酒店汽车充电站,瑶海区,胜利路58号最高台酒店后停车场,117.309599,31.873564,汽车服务;充电站;充电站,13739296161,新能源汽车充电桩,2026/1/27 20:38,3.2,5,3.214,2.162,3.877,2.5,2.5,2.5,2.5,2.5
122,站_108,国家电网汽车充电站(安徽省合肥市瑶海区文忠路与新海大道交口高架桥下彩色户外停车场交流充电站),瑶海区,文忠路与新海大道交口高架桥下,117.35984,31.891665,汽车服务;充电站;充电站,96529,新能源汽车充电桩,2026/1/27 20:38,5,1,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
123,站_109,中充服汽车充电站(通联家园慢充站),瑶海区,和平路街道通联家园丰大住宅,117.31501,31.859842,汽车服务;充电站;充电站,18355107967,新能源汽车充电桩,2026/1/27 20:38,2,3,2.867,2.5,2.5,2.5,2.5,2.5,2.5,2.5
124,站_110,特来电汽车充电站(特来电郁金香新能源快充站),瑶海区,瑶海区工业园安徽郁金香新能源科技有限公司表面工程技术研究中心地面停车场,117.344271,31.895582,汽车服务;充电站;充电站,4001300001,新能源汽车充电桩,2026/1/27 20:38,1,1,2.5,-0.45,2.5,2.5,2.5,2.5,2.5,2.5
125,站_111,特来电汽车充电站(合肥闽商国贸充电站),瑶海区,长江东大街与肥东路交口东南侧闽商国贸中心地面停车场,117.328526,31.860874,汽车服务;充电站;充电站,4001300001,新能源汽车充电桩,2026/1/27 20:38,2.333333333333333,3,0.358,3.517,2.5,2.5,2.5,2.5,2.5,2.5
126,站_3329,易佳电汽车充电站(易佳电蓝鲤星闪充电站),瑶海区,郎溪路与包公大道交叉口西南角地面停车场,117.357603,31.884341,汽车服务;充电站;充电站,0551-62100112,新能源汽车充电桩,2026/1/27 20:38,3.8,16,3.029,3.805,3.587,3.623,3.187,3.308,3.266,3.699
127,站_112,小桔充电汽车充电站(帕沃充电宝业家纺广场小桔充电站),瑶海区,宝业·家纺广场停车场,117.319234,31.88134,汽车服务;充电站;充电站,4000610999,新能源汽车充电桩,2026/1/27 20:38,2,1,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
128,站_8475,小鹏超级充电站(小鹏S4超快充合肥瑶海新能源汽车城站),瑶海区,瑶海区工业园当涂北路与天水路交叉口安徽瑶海新能源汽车城,117.34664,31.905458,汽车服务;充电站;充电站,4007836688,新能源汽车充电桩,2026/1/27 20:38,3.3,6,4.296,4.017,2.969,3.958,4.5,4.18,4.5,3.786
129,站_113,壳牌充电汽车充电站(壳牌合肥正鼎生态商务港-二期地面快充站),瑶海区,文化路与湘灵路交叉口正鼎商务港北侧停车场,117.32957,31.894115,汽车服务;充电站;充电站,4007160699,新能源汽车充电桩,2026/1/27 20:38,2.5,4,3.171,2.5,2.5,2.5,3.398,2.5,2.5,2.5
130,站_8524,理想超级充电站(理想超充站合肥瑶海区长江东路与王岗路交叉口停车场),瑶海区,合肥龙岗综合经济开发区长江东路辅路白猿汽车充电站内,117.388374,31.86953,汽车服务;充电站;充电站,4006860400,新能源汽车充电桩,2026/1/27 20:38,3.3,15,2.672,4.23,3.853,3.858,2.783,3.326,3.813,3.935
131,站_114,巧克力换电站(瑶海新蚌埠路站),瑶海区,嘉山路街道新蚌埠路19号,117.300125,31.885798,汽车服务;充电站;充电站,4000152025,新能源汽车充电桩,2026/1/27 20:38,5,1,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
132,站_115,特来电汽车充电站(特来电第六空间充电站),瑶海区,城东街道第六空间(裕溪路店),117.33999,31.846721,汽车服务;充电站;充电站,4001300001,新能源汽车充电桩,2026/1/27 20:38,0.5,1,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
133,站_1603,毅威汽车充电站(毅威电动时代红街充电站),瑶海区,新蚌埠路与淮南路交叉口西南角时代红街地下车库,117.296009,31.882792,汽车服务;充电站;充电站,4008806700,新能源汽车充电桩,2026/1/27 20:38,3.9,20,2.806,4.475,2.834,3.668,2.588,3.273,3.298,3.121
134,站_116,小桔充电汽车充电站(奕筱桔大通路力天酒店超充站),瑶海区,合肥力天假日酒店,117.310245,31.859755,汽车服务;充电站;充电站,15255562769,新能源汽车充电桩,2026/1/27 20:38,4.1,5,2.7,2.869,2.5,2.5,2.5,2.5,2.5,2.5
135,站_4638,小鹏超级充电站(小鹏S4超快充合肥北京华联和平路购物中心站),瑶海区,和安巷与和平路交汇处东北50米北京华联购物中心,117.33199,31.85432,汽车服务;充电站;充电站,4007836688,新能源汽车充电桩,2026/1/27 20:38,4.5,26,3.076,3.772,3.582,3.973,2.405,2.9,4.032,3.959
136,站_3486,蔚来能源超级充电站(合肥瑶海区政务服务中心),瑶海区,郎溪路与乐水路交口乐水路99号,117.35674,31.854118,汽车服务;充电站;充电站,,新能源汽车充电桩,2026/1/27 20:38,4.2,9,3.716,4.395,4.313,2.824,3.101,3.307,3.292,4.127
137,站_117,皖小能汽车充电站(新区同心苑皖小能快充),瑶海区,磨店家园同心苑大众路与学府路交口东北角,117.40102,31.936472,汽车服务;充电站;充电站,4009961666,新能源汽车充电桩,2026/1/27 20:38,1,1,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
138,站_8374,极氪能源超级充电站(合肥万达广场瑶海店极充站),瑶海区,临泉东路277号万达广场(瑶海店)地下停车场负一层E区E003车位旁边,117.3498,31.878698,汽车服务;充电站;充电站,4000036036,新能源汽车充电桩,2026/1/27 20:38,3.8,10,3.395,4.15,2.809,4.398,4.334,3.633,3.905,2.809
139,站_1835,合肥充电新亚出租汽车充电站,瑶海区,胜利新村北区附近,117.299804,31.884714,汽车服务;充电站;充电站,,新能源汽车充电桩,2026/1/27 20:38,3.6,11,3.829,3.663,3.705,3.424,3.393,3.679,3.462,3.424
140,站_118,理想超级充电站(理想超充站合肥瑶海万邻坊商业街),瑶海区,合肥龙岗综合经济开发区明皇路37号,117.357216,31.880438,汽车服务;充电站;充电站,4006860400,新能源汽车充电桩,2026/1/27 20:38,5,1,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
141,站_119,汽车充电站(即刻超充),瑶海区,乐水路99号,117.35609,31.853862,汽车服务;充电站;充电站,,新能源汽车充电桩,2026/1/27 20:38,4,3,2.5,2.5,3.122,2.5,2.5,2.5,2.5,2.5
142,站_120,小桔充电汽车充电站(翔孚快享充中绿广场小桔充电站),瑶海区,长淮街道全椒支路中绿广场,117.31992,31.881458,汽车服务;充电站;充电站,18355480328,新能源汽车充电桩,2026/1/27 20:38,3.125,4,4.268,2.5,2.5,2.5,3.431,2.5,2.5,2.5
143,站_121,合肥充电滨河公园汽车充电站,瑶海区,南淝河大桥附近,117.348301,31.832756,汽车服务;充电站;充电站,,新能源汽车充电桩,2026/1/27 20:38,3.25,4,-1.406,2.5,3.461,2.5,2.5,2.5,2.5,2.5
144,站_122,开迈斯汽车充电站(合肥市瑶海保利广场站),瑶海区,新安江路与郎溪路交口保利广场地下停车场266,117.359936,31.85842,汽车服务;充电站;充电站,4006657666,新能源汽车充电桩,2026/1/27 20:38,3.875,4,3.459,3.66,2.5,2.5,3.66,2.5,2.5,2.5
145,站_123,特来电充电站(特来电中盛鞋业),瑶海区,"当涂北路与皇藏峪路交口向北150米,云天幼儿园门口地面停车场",117.342524,31.891661,汽车服务;充电站;充电站,,新能源汽车充电桩,2026/1/27 20:38,3.625,4,1.745,3.721,2.5,1.745,2.5,2.5,2.5,2.5
146,站_124,白猿超级充电站(长江东路站),瑶海区,长江东路180号(王岗地铁站D口步行230米),117.388408,31.869311,汽车服务;汽车服务相关;汽车服务相关,,新能源汽车充电桩,2026/1/27 20:38,3.6875,8,4.131,2.5,2.5,2.5,3.028,2.5,2.5,2.5
147,站_125,星星充电汽车充电站(星星汽车充电站磨店家园同心苑站),瑶海区,磨店街道学府路1号,117.39344,31.93387,汽车服务;充电站;充电站,,新能源汽车充电桩,2026/1/27 20:38,3.733333333333333,15,2.968,2.167,2.5,2.5,2.5,2.5,2.5,2.5
148,站_126,巧克力换电站(新站铜陵北路站),瑶海区,铜陵北路1889号,117.32773,31.904481,汽车服务;充电站;充电站,4000152025,新能源汽车充电桩,2026/1/27 20:38,4,8,3.788,2.5,2.5,3.936,3.315,3.139,2.5,2.5
149,站_127,易佳电汽车充电站(易佳电浍水路迎宾楼充电站),瑶海区,国轩迎宾楼停车场,117.3737,31.9064,汽车服务;充电站;充电站,0551-62100112,新能源汽车充电桩,2026/1/27 20:38,0.9166666666666666,6,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
150,站_128,国家电网汽车充电站,瑶海区,天水路与皇藏峪路交叉口西北120米,117.341001,31.908418,汽车服务;充电站;充电站,,新能源汽车充电桩,2026/1/27 20:38,3.8333333333333335,9,1.852,3.01,2.5,3.025,2.5,2.5,2.5,3.025
151,站_129,易佳电汽车充电站(易佳电蓝鲤皇藏峪路充电站),瑶海区,皇藏峪路与天水路交叉口(瑶海停保场内),117.3421,31.9103,汽车服务;充电站;充电站,0551-62100112,新能源汽车充电桩,2026/1/27 20:38,3.7,10,3.861,2.5,2.5,3.052,3.64,2.5,2.5,2.5
152,站_130,捷顺充汽车充电站(漕冲花园),瑶海区,大兴镇漕冲花园,117.355557,31.861416,汽车服务;充电站;充电站,4007005305,新能源汽车充电桩,2026/1/27 20:38,1.75,2,2.5,4.088,2.5,2.5,2.5,2.5,2.5,2.5
153,站_131,巧克力换电站(瑶海长江东路站),瑶海区,长江东路180号,117.38825,31.87002,汽车服务;汽车服务相关;汽车服务相关,4000152025,新能源汽车充电桩,2026/1/27 20:38,4.625,8,3.922,2.5,2.5,3.176,3.166,3.167,2.5,2.5
154,站_132,云快充汽车充电站(肥东县元疃镇阳光花园充电站),瑶海区,元疃镇众元路1号,117.373512,32.049701,汽车服务;充电站;充电站,4008288517,新能源汽车充电桩,2026/1/27 20:38,1.375,8,1.342,3.052,2.5,1.864,2.5,1.534,2.5,2.5
155,站_133,车电网汽车充电站(合肥京东方医院),瑶海区,京东方医院停车场,117.37849,31.94586,汽车服务;充电站;充电站,0551-66981678,新能源汽车充电桩,2026/1/27 20:38,2.5,6,2.949,2.5,2.5,2.5,2.5,2.5,2.5,2.5
156,站_134,平高智联超级充电站(火车站北广场充电站),瑶海区,竹溪大厦南,117.31907,31.886662,汽车服务;充电站;充电站,4000217008,新能源汽车充电桩,2026/1/27 20:38,2.333333333333333,3,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
157,站_135,星星充电汽车充电站(文忠路宏升超充站),瑶海区,磨店街道学林路宏升科技电缆,117.371237,31.920175,汽车服务;充电站;充电站,13956936599,新能源汽车充电桩,2026/1/27 20:38,4.625,8,7.576,4.179,2.5,2.5,4.326,2.5,2.5,2.5
